created_at,favorite_count,full_text,lang,quote_count,reply_count,retweet_count,cleaned_text,normalized_text,no_stopwords_text,stemmed_text,tokens_stemmed,tokens,cluster
Tue Apr 29 15:01:10 +0000 2025,0,@irw4n_be @NKRI_H4rg4M4ti Kabar bahwa Megawati menawarkan hadiah 16 miliar rupiah untuk membuktikan ijazah Jokowi palsu adalah hoaks menurut Deddy Sitorus dari PDI-P. Karena klaim ini tidak benar pertanyaan tentang tujuan Megawati tidak relevan. Kontroversi ijazah Jokowi memang sering muncul tapi UGM,in,0,0,0,kabar bahwa megawati menawarkan hadiah miliar rupiah untuk membuktikan ijazah jokowi palsu adalah hoaks menurut deddy sitorus dari pdip karena klaim ini tidak benar pertanyaan tentang tujuan megawati tidak relevan kontroversi ijazah jokowi memang sering muncul tapi ugm,kabar bahwa megawati menawarkan hadiah miliar rupiah untuk membuktikan ijazah jokowi palsu adalah hoaks menurut deddy sitorus dari pdip karena klaim ini tidak benar pertanyaan tentang tujuan megawati tidak relevan kontroversi ijazah jokowi memang sering muncul tapi ugm,kabar megawati menawarkan hadiah miliar rupiah membuktikan ijazah jokowi palsu hoaks deddy sitorus pdip klaim tujuan megawati relevan kontroversi ijazah jokowi muncul ugm,kabar megawati tawar hadiah miliar rupiah bukti ijazah jokowi palsu hoaks deddy sitorus pdip klaim tuju megawati relevan kontroversi ijazah jokowi muncul ugm,"['kabar', 'megawati', 'tawar', 'hadiah', 'miliar', 'rupiah', 'bukti', 'ijazah', 'jokowi', 'palsu', 'hoaks', 'deddy', 'sitorus', 'pdip', 'klaim', 'tuju', 'megawati', 'relevan', 'kontroversi', 'ijazah', 'jokowi', 'muncul', 'ugm']","['kabar', 'megawati', 'tawar', 'hadiah', 'miliar', 'rupiah', 'bukti', 'ijazah', 'jokowi', 'palsu', 'hoaks', 'deddy', 'sitorus', 'pdip', 'klaim', 'tuju', 'megawati', 'relevan', 'kontroversi', 'ijazah', 'jokowi', 'muncul', 'ugm']",1
Tue Apr 29 15:00:03 +0000 2025,0,Penuhi Panggilan Polisi Pelapor Roy Suryo Cs Bawa Saksi dan Barbuk Tuduhan Ijazah Palsu Jokowi https://t.co/dzMM8yRUyo,in,0,3,0,penuhi panggilan polisi pelapor roy suryo cs bawa saksi dan barbuk tuduhan ijazah palsu jokowi,penuhi panggilan polisi pelapor roy suryo cs bawa saksi dan barbuk tuduhan ijazah palsu jokowi,penuhi panggilan polisi pelapor roy suryo cs bawa saksi barbuk tuduhan ijazah palsu jokowi,penuh panggil polisi lapor roy suryo cs bawa saksi barbuk tuduh ijazah palsu jokowi,"['penuh', 'panggil', 'polisi', 'lapor', 'roy', 'suryo', 'cs', 'bawa', 'saksi', 'barbuk', 'tuduh', 'ijazah', 'palsu', 'jokowi']","['penuh', 'panggil', 'polisi', 'lapor', 'roy', 'suryo', 'cs', 'bawa', 'saksi', 'barbuk', 'tuduh', 'ijazah', 'palsu', 'jokowi']",3
Tue Apr 29 14:58:39 +0000 2025,0,@NKRI_H4rg4M4ti @grok Benarkah Megawati akan memberikah hadiah 16M kepada yang dapat membuktikan ijazah Jokowi palsu? Kalau betul apa yg menjadi tujuan Megawati?,in,0,1,0,benarkah megawati akan memberikah hadiah m kepada yang dapat membuktikan ijazah jokowi palsu kalau betul apa yg menjadi tujuan megawati,benarkah megawati akan memberikah hadiah m kepada yang dapat membuktikan ijazah jokowi palsu kalau betul apa yang menjadi tujuan megawati,megawati memberikah hadiah m membuktikan ijazah jokowi palsu tujuan megawati,megawati beri hadiah m bukti ijazah jokowi palsu tuju megawati,"['megawati', 'beri', 'hadiah', 'm', 'bukti', 'ijazah', 'jokowi', 'palsu', 'tuju', 'megawati']","['megawati', 'beri', 'hadiah', 'm', 'bukti', 'ijazah', 'jokowi', 'palsu', 'tuju', 'megawati']",1
Tue Apr 29 14:57:42 +0000 2025,5,@Franken_blues Kalian itu goblok semua .. Kalau asli pasti sudah lama ditunjukin... Kan yang cuma bisa menganulir kegoblokan kalian adalah ijazah asli Jokowi... Coba keluarkan kalau ada...,in,0,2,0,kalian itu goblok semua kalau asli pasti sudah lama ditunjukin kan yang cuma bisa menganulir kegoblokan kalian adalah ijazah asli jokowi coba keluarkan kalau ada,kalian itu goblok semua kalau asli pasti sudah lama ditunjukin kan yang cuma bisa menganulir kegoblokan kalian adalah ijazah asli jokowi coba keluarkan kalau ada,goblok asli ditunjukin menganulir kegoblokan ijazah asli jokowi coba keluarkan,goblok asli ditunjukin anulir goblok ijazah asli jokowi coba keluar,"['goblok', 'asli', 'ditunjukin', 'anulir', 'goblok', 'ijazah', 'asli', 'jokowi', 'coba', 'keluar']","['goblok', 'asli', 'ditunjukin', 'anulir', 'goblok', 'ijazah', 'asli', 'jokowi', 'coba', 'keluar']",4
Tue Apr 29 14:57:24 +0000 2025,0,Wakil Ketua Umum Projo : Hanya UGM yg berhak buktikan keaslian Ijazah Jokowi #fypシviral #projo #ijazah https://t.co/tmB4qOAs1g,in,0,0,0,wakil ketua umum projo hanya ugm yg berhak buktikan keaslian ijazah jokowi fypviral projo ijazah,wakil ketua umum projo hanya ugm yang berhak buktikan keaslian ijazah jokowi fypviral projo ijazah,wakil ketua projo ugm berhak buktikan keaslian ijazah jokowi fypviral projo ijazah,wakil ketua projo ugm hak bukti asli ijazah jokowi fypviral projo ijazah,"['wakil', 'ketua', 'projo', 'ugm', 'hak', 'bukti', 'asli', 'ijazah', 'jokowi', 'fypviral', 'projo', 'ijazah']","['wakil', 'ketua', 'projo', 'ugm', 'hak', 'bukti', 'asli', 'ijazah', 'jokowi', 'fypviral', 'projo', 'ijazah']",4
Tue Apr 29 14:56:33 +0000 2025,0,@Malangraya_info Jokowi sangat suka miara kegaduhan di lini bawah. cuma ijazah S1 aja??? asal kalian tahu preman .. member TPUA dijanjikan 350 jt klo berhenti mengusut ijazah.. kalian DAPET APA???,in,0,0,0,jokowi sangat suka miara kegaduhan di lini bawah cuma ijazah s aja asal kalian tahu preman member tpua dijanjikan jt klo berhenti mengusut ijazah kalian dapet apa,jokowi sangat suka miara kegaduhan di lini bawah cuma ijazah s aja asal kalian tahu preman member tpua dijanjikan jt kalau berhenti mengusut ijazah kalian dapet apa,jokowi suka miara kegaduhan lini ijazah s aja preman member tpua dijanjikan jt berhenti mengusut ijazah dapet,jokowi suka miara gaduh lini ijazah s aja preman member tpua janji jt henti usut ijazah dapet,"['jokowi', 'suka', 'miara', 'gaduh', 'lini', 'ijazah', 's', 'aja', 'preman', 'member', 'tpua', 'janji', 'jt', 'henti', 'usut', 'ijazah', 'dapet']","['jokowi', 'suka', 'miara', 'gaduh', 'lini', 'ijazah', 's', 'aja', 'preman', 'member', 'tpua', 'janji', 'jt', 'henti', 'usut', 'ijazah', 'dapet']",4
Tue Apr 29 14:55:38 +0000 2025,0,@STresnowati1 @SianiparRismon @jokowi @UGMYogyakarta Ngapain itu pakar ribut masalah digital forensik. Jokowi lihatin ijazah asli dulu baru bahas digital forensiknya. Gak ada guna narasinya.,in,0,0,0,ngapain itu pakar ribut masalah digital forensik jokowi lihatin ijazah asli dulu baru bahas digital forensiknya gak ada guna narasinya,ngapain itu pakar ribut masalah digital forensik jokowi lihatin ijazah asli dulu baru bahas digital forensiknya tidak ada guna narasinya,ngapain pakar ribut digital forensik jokowi lihatin ijazah asli bahas digital forensiknya guna narasinya,ngapain pakar ribut digital forensik jokowi lihatin ijazah asli bahas digital forensik guna narasi,"['ngapain', 'pakar', 'ribut', 'digital', 'forensik', 'jokowi', 'lihatin', 'ijazah', 'asli', 'bahas', 'digital', 'forensik', 'guna', 'narasi']","['ngapain', 'pakar', 'ribut', 'digital', 'forensik', 'jokowi', 'lihatin', 'ijazah', 'asli', 'bahas', 'digital', 'forensik', 'guna', 'narasi']",4
Tue Apr 29 14:55:30 +0000 2025,1,@DianSandiU Foto ijazah Jokowi nyolong dimana?,in,0,0,0,foto ijazah jokowi nyolong dimana,foto ijazah jokowi nyolong dimana,foto ijazah jokowi nyolong dimana,foto ijazah jokowi nyolong mana,"['foto', 'ijazah', 'jokowi', 'nyolong', 'mana']","['foto', 'ijazah', 'jokowi', 'nyolong', 'mana']",0
Tue Apr 29 14:53:32 +0000 2025,0,3 Orang Terlapor Ijazah Jokowi kembali bersaksi #fypシviral #Ijazahjokowi https://t.co/d8aq5deJDG,in,0,0,0,orang terlapor ijazah jokowi kembali bersaksi fypviral ijazahjokowi,orang terlapor ijazah jokowi kembali bersaksi fypviral ijazahjokowi,orang terlapor ijazah jokowi bersaksi fypviral ijazahjokowi,orang lapor ijazah jokowi saksi fypviral ijazahjokowi,"['orang', 'lapor', 'ijazah', 'jokowi', 'saksi', 'fypviral', 'ijazahjokowi']","['orang', 'lapor', 'ijazah', 'jokowi', 'saksi', 'fypviral', 'ijazahjokowi']",4
Tue Apr 29 14:51:48 +0000 2025,0,@irw4n_be @Zay34562 Ya sepertinya orang ini belum lihat klarifikasi Joko Wahyudi di Kompas TV. Wahyudi teman SMA Jokowi menegaskan ijazahnya tidak digunakan Jokowi. Jokowi lulus SMA Negeri 6 Surakarta tahun 1980 sesuai pernyataan Wahyudi. Tuduhan soal ijazah muncul karena CV Jokowi 2014 hilang,in,0,0,0,ya sepertinya orang ini belum lihat klarifikasi joko wahyudi di kompas tv wahyudi teman sma jokowi menegaskan ijazahnya tidak digunakan jokowi jokowi lulus sma negeri surakarta tahun sesuai pernyataan wahyudi tuduhan soal ijazah muncul karena cv jokowi hilang,ya sepertinya orang ini belum lihat klarifikasi joko wahyudi di kompas tv wahyudi teman sma jokowi menegaskan ijazahnya tidak digunakan jokowi jokowi lulus sma negeri surakarta tahun sesuai pernyataan wahyudi tuduhan soal ijazah muncul karena cv jokowi hilang,ya orang lihat klarifikasi joko wahyudi kompas tv wahyudi teman sma jokowi ijazahnya jokowi jokowi lulus sma negeri surakarta sesuai pernyataan wahyudi tuduhan soal ijazah muncul cv jokowi hilang,ya orang lihat klarifikasi joko wahyudi kompas tv wahyudi teman sma jokowi ijazah jokowi jokowi lulus sma negeri surakarta sesuai nyata wahyudi tuduh soal ijazah muncul cv jokowi hilang,"['ya', 'orang', 'lihat', 'klarifikasi', 'joko', 'wahyudi', 'kompas', 'tv', 'wahyudi', 'teman', 'sma', 'jokowi', 'ijazah', 'jokowi', 'jokowi', 'lulus', 'sma', 'negeri', 'surakarta', 'sesuai', 'nyata', 'wahyudi', 'tuduh', 'soal', 'ijazah', 'muncul', 'cv', 'jokowi', 'hilang']","['ya', 'orang', 'lihat', 'klarifikasi', 'joko', 'wahyudi', 'kompas', 'tv', 'wahyudi', 'teman', 'sma', 'jokowi', 'ijazah', 'jokowi', 'jokowi', 'lulus', 'sma', 'negeri', 'surakarta', 'sesuai', 'nyata', 'wahyudi', 'tuduh', 'soal', 'ijazah', 'muncul', 'cv', 'jokowi', 'hilang']",2
Tue Apr 29 14:51:35 +0000 2025,2,@JohnMadjie @DokterTifa Manusia tdk ada benci dgn kebenaran terkecuali Iblis. Tanpa keputusan pengadilan Dokter Tifa dkk telah menang dan Benar. Pengadilan mana dan Lembaga mana bisa menafikan menyangkal data primer dari UGM Skripsi jokowi terjadi anakronisme sah palsu imposible Jokowi punya Ijazah.,in,0,1,0,manusia tdk ada benci dgn kebenaran terkecuali iblis tanpa keputusan pengadilan dokter tifa dkk telah menang dan benar pengadilan mana dan lembaga mana bisa menafikan menyangkal data primer dari ugm skripsi jokowi terjadi anakronisme sah palsu imposible jokowi punya ijazah,manusia tidak ada benci dengan kebenaran terkecuali iblis tanpa keputusan pengadilan dokter tifa dkk telah menang dan benar pengadilan mana dan lembaga mana bisa menafikan menyangkal data primer dari ugm skripsi jokowi terjadi anakronisme sah palsu imposible jokowi punya ijazah,manusia benci kebenaran terkecuali iblis keputusan pengadilan dokter tifa dkk menang pengadilan lembaga menafikan menyangkal data primer ugm skripsi jokowi anakronisme sah palsu imposible jokowi ijazah,manusia benci benar kecuali iblis putus adil dokter tifa dkk menang adil lembaga nafi sangkal data primer ugm skripsi jokowi anakronisme sah palsu imposible jokowi ijazah,"['manusia', 'benci', 'benar', 'kecuali', 'iblis', 'putus', 'adil', 'dokter', 'tifa', 'dkk', 'menang', 'adil', 'lembaga', 'nafi', 'sangkal', 'data', 'primer', 'ugm', 'skripsi', 'jokowi', 'anakronisme', 'sah', 'palsu', 'imposible', 'jokowi', 'ijazah']","['manusia', 'benci', 'benar', 'kecuali', 'iblis', 'putus', 'adil', 'dokter', 'tifa', 'dkk', 'menang', 'adil', 'lembaga', 'nafi', 'sangkal', 'data', 'primer', 'ugm', 'skripsi', 'jokowi', 'anakronisme', 'sah', 'palsu', 'imposible', 'jokowi', 'ijazah']",2
Tue Apr 29 14:50:42 +0000 2025,0,@DokterTifa Kenapa ngomong ijazah itu palsu Sedangkan mereka tidak tahu' ijazah yang di bawa pak Jokowi Dan belum pernah melihat nya Kok sudah koar koar ,in,0,0,0,kenapa ngomong ijazah itu palsu sedangkan mereka tidak tahu ijazah yang di bawa pak jokowi dan belum pernah melihat nya kok sudah koar koar,kenapa ngomong ijazah itu palsu sedangkan mereka tidak tahu ijazah yang di bawa pak jokowi dan belum pernah melihat nya kok sudah koar koar,ngomong ijazah palsu ijazah bawa jokowi nya koar koar,ngomong ijazah palsu ijazah bawa jokowi nya koar koar,"['ngomong', 'ijazah', 'palsu', 'ijazah', 'bawa', 'jokowi', 'nya', 'koar', 'koar']","['ngomong', 'ijazah', 'palsu', 'ijazah', 'bawa', 'jokowi', 'nya', 'koar', 'koar']",1
Tue Apr 29 14:49:46 +0000 2025,1,Berita I news skripsi Jokowi juga palsu mana mungkin Skripsi palsu ijazah asli ?,in,0,0,0,berita i news skripsi jokowi juga palsu mana mungkin skripsi palsu ijazah asli,berita i news skripsi jokowi juga palsu mana mungkin skripsi palsu ijazah asli,berita i news skripsi jokowi palsu skripsi palsu ijazah asli,berita i news skripsi jokowi palsu skripsi palsu ijazah asli,"['berita', 'i', 'news', 'skripsi', 'jokowi', 'palsu', 'skripsi', 'palsu', 'ijazah', 'asli']","['berita', 'i', 'news', 'skripsi', 'jokowi', 'palsu', 'skripsi', 'palsu', 'ijazah', 'asli']",1
Tue Apr 29 14:49:38 +0000 2025,1,@DokterTifa Silakan Bu Dokter Di video ini pihak UGM menyampaikan copy ijazah Jokowi seperti yang tersebar di media ...fix bahwa itu diakui UGM dan bisa digunakan sbg materi https://t.co/I4VH8ZoI2K,in,0,0,0,silakan bu dokter di video ini pihak ugm menyampaikan copy ijazah jokowi seperti yang tersebar di media fix bahwa itu diakui ugm dan bisa digunakan sbg materi,silakan bu dokter di video ini pihak ugm menyampaikan copy ijazah jokowi seperti yang tersebar di media fix bahwa itu diakui ugm dan bisa digunakan sbg materi,silakan bu dokter video ugm copy ijazah jokowi tersebar media fix diakui ugm sbg materi,sila bu dokter video ugm copy ijazah jokowi sebar media fix aku ugm sbg materi,"['sila', 'bu', 'dokter', 'video', 'ugm', 'copy', 'ijazah', 'jokowi', 'sebar', 'media', 'fix', 'aku', 'ugm', 'sbg', 'materi']","['sila', 'bu', 'dokter', 'video', 'ugm', 'copy', 'ijazah', 'jokowi', 'sebar', 'media', 'fix', 'aku', 'ugm', 'sbg', 'materi']",0
Tue Apr 29 14:49:28 +0000 2025,0,Stop bicarakan ijazah palsu Karena itu akan membuat malu @jokowi Kalau terbukti ijazahnya palsu Apa nggak malu kita sebagai rakyat Indonesia. Mulai saat ini jangan bicarakan isu ijazah palsu dan isu ijazah palsu fufufafa. Berharap ijaza pa jokowi asli Agar rakyat bisa tersenyum.,in,0,0,0,stop bicarakan ijazah palsu karena itu akan membuat malu kalau terbukti ijazahnya palsu apa nggak malu kita sebagai rakyat indonesia mulai saat ini jangan bicarakan isu ijazah palsu dan isu ijazah palsu fufufafa berharap ijaza pa jokowi asli agar rakyat bisa tersenyum,stop bicarakan ijazah palsu karena itu akan membuat malu kalau terbukti ijazahnya palsu apa nggak malu kita sebagai rakyat indonesia mulai saat ini jangan bicarakan isu ijazah palsu dan isu ijazah palsu fufufafa berharap ijaza pa jokowi asli agar rakyat bisa tersenyum,stop bicarakan ijazah palsu malu terbukti ijazahnya palsu nggak malu rakyat indonesia bicarakan isu ijazah palsu isu ijazah palsu fufufafa berharap ijaza pa jokowi asli rakyat tersenyum,stop bicara ijazah palsu malu bukti ijazah palsu nggak malu rakyat indonesia bicara isu ijazah palsu isu ijazah palsu fufufafa harap ijaza pa jokowi asli rakyat senyum,"['stop', 'bicara', 'ijazah', 'palsu', 'malu', 'bukti', 'ijazah', 'palsu', 'nggak', 'malu', 'rakyat', 'indonesia', 'bicara', 'isu', 'ijazah', 'palsu', 'isu', 'ijazah', 'palsu', 'fufufafa', 'harap', 'ijaza', 'pa', 'jokowi', 'asli', 'rakyat', 'senyum']","['stop', 'bicara', 'ijazah', 'palsu', 'malu', 'bukti', 'ijazah', 'palsu', 'nggak', 'malu', 'rakyat', 'indonesia', 'bicara', 'isu', 'ijazah', 'palsu', 'isu', 'ijazah', 'palsu', 'fufufafa', 'harap', 'ijaza', 'pa', 'jokowi', 'asli', 'rakyat', 'senyum']",1
Tue Apr 29 14:47:43 +0000 2025,0,Polemik Ijazah Jokowi Berujung Laporan Polisi Ini Kata Ahli Digital Forensik https://t.co/6prr6SUEB5,in,0,0,0,polemik ijazah jokowi berujung laporan polisi ini kata ahli digital forensik,polemik ijazah jokowi berujung laporan polisi ini kata ahli digital forensik,polemik ijazah jokowi berujung laporan polisi ahli digital forensik,polemik ijazah jokowi ujung lapor polisi ahli digital forensik,"['polemik', 'ijazah', 'jokowi', 'ujung', 'lapor', 'polisi', 'ahli', 'digital', 'forensik']","['polemik', 'ijazah', 'jokowi', 'ujung', 'lapor', 'polisi', 'ahli', 'digital', 'forensik']",0
Tue Apr 29 14:46:43 +0000 2025,1,@tham878 Padahal blm pernah lihat ijazah aslinya pak Jokowi kok sdh berani menyimpulkan iajazah pak Jokowi palsu ini lah kesalahan Roy Tifa dan Omon. Jangan salahin pengadilan jika nanti diputus bersalah.,in,0,0,0,padahal blm pernah lihat ijazah aslinya pak jokowi kok sdh berani menyimpulkan iajazah pak jokowi palsu ini lah kesalahan roy tifa dan omon jangan salahin pengadilan jika nanti diputus bersalah,padahal blm pernah lihat ijazah aslinya pak jokowi kok sdh berani menyimpulkan iajazah pak jokowi palsu ini lah kesalahan roy tifa dan omon jangan salahin pengadilan jika nanti diputus bersalah,blm lihat ijazah aslinya jokowi sdh berani menyimpulkan iajazah jokowi palsu kesalahan roy tifa omon salahin pengadilan diputus bersalah,blm lihat ijazah asli jokowi sdh berani simpul iajazah jokowi palsu salah roy tifa omon salahin adil putus salah,"['blm', 'lihat', 'ijazah', 'asli', 'jokowi', 'sdh', 'berani', 'simpul', 'iajazah', 'jokowi', 'palsu', 'salah', 'roy', 'tifa', 'omon', 'salahin', 'adil', 'putus', 'salah']","['blm', 'lihat', 'ijazah', 'asli', 'jokowi', 'sdh', 'berani', 'simpul', 'iajazah', 'jokowi', 'palsu', 'salah', 'roy', 'tifa', 'omon', 'salahin', 'adil', 'putus', 'salah']",2
Tue Apr 29 14:45:23 +0000 2025,0,Polisi Dikabarkan Menangkap Penuduh Ijazah Palsu Jokowi Cek Faktanya di Sini! https://t.co/Bd4UeMIjhr https://t.co/tKdywR5ZhN,in,0,0,0,polisi dikabarkan menangkap penuduh ijazah palsu jokowi cek faktanya di sini,polisi dikabarkan menangkap penuduh ijazah palsu jokowi cek faktanya di sini,polisi dikabarkan menangkap penuduh ijazah palsu jokowi cek faktanya,polisi kabar tangkap tuduh ijazah palsu jokowi cek fakta,"['polisi', 'kabar', 'tangkap', 'tuduh', 'ijazah', 'palsu', 'jokowi', 'cek', 'fakta']","['polisi', 'kabar', 'tangkap', 'tuduh', 'ijazah', 'palsu', 'jokowi', 'cek', 'fakta']",1
Tue Apr 29 14:44:30 +0000 2025,3,Yang penting ngotot meskipun gak tahu .. #Projo anda tahu ijazah asli Jokowi? TIDAK! Ijazah PALSU Jokowi Tahu ? TIDAK ! GOBLOK!! ,in,0,1,0,yang penting ngotot meskipun gak tahu projo anda tahu ijazah asli jokowi tidak ijazah palsu jokowi tahu tidak goblok,yang penting ngotot meskipun tidak tahu projo anda tahu ijazah asli jokowi tidak ijazah palsu jokowi tahu tidak goblok,ngotot projo ijazah asli jokowi ijazah palsu jokowi goblok,ngotot projo ijazah asli jokowi ijazah palsu jokowi goblok,"['ngotot', 'projo', 'ijazah', 'asli', 'jokowi', 'ijazah', 'palsu', 'jokowi', 'goblok']","['ngotot', 'projo', 'ijazah', 'asli', 'jokowi', 'ijazah', 'palsu', 'jokowi', 'goblok']",4
Tue Apr 29 14:41:44 +0000 2025,1,analisis bung rismon dan roy suryo kepada ijazah yg disebar dian sandi dibantah dengan alasan itu bukan ijazah asli? jadi yg disebar dian sandi ijazah jokowi palsu apa gimana? masa belom masuk ring udah tusuk2an sendiri?,in,0,1,0,analisis bung rismon dan roy suryo kepada ijazah yg disebar dian sandi dibantah dengan alasan itu bukan ijazah asli jadi yg disebar dian sandi ijazah jokowi palsu apa gimana masa belom masuk ring udah tusukan sendiri,analisis bung rismon dan roy suryo kepada ijazah yang disebar dian sandi dibantah dengan alasan itu bukan ijazah asli jadi yang disebar dian sandi ijazah jokowi palsu apa gimana masa belom masuk ring udah tusukan sendiri,analisis rismon roy suryo ijazah disebar dian sandi dibantah alasan ijazah asli disebar dian sandi ijazah jokowi palsu gimana belom masuk ring udah tusukan,analisis rismon roy suryo ijazah sebar dian sandi ban alas ijazah asli sebar dian sandi ijazah jokowi palsu gimana bom masuk ring udah tusuk,"['analisis', 'rismon', 'roy', 'suryo', 'ijazah', 'sebar', 'dian', 'sandi', 'ban', 'alas', 'ijazah', 'asli', 'sebar', 'dian', 'sandi', 'ijazah', 'jokowi', 'palsu', 'gimana', 'bom', 'masuk', 'ring', 'udah', 'tusuk']","['analisis', 'rismon', 'roy', 'suryo', 'ijazah', 'sebar', 'dian', 'sandi', 'ban', 'alas', 'ijazah', 'asli', 'sebar', 'dian', 'sandi', 'ijazah', 'jokowi', 'palsu', 'gimana', 'bom', 'masuk', 'ring', 'udah', 'tusuk']",4
Tue Apr 29 14:37:57 +0000 2025,0,@Tan_Mar3M april ijazah palsu jokowi..mei pemakzulan gibran..ntar juni apa kasih bocoran bisa ga?HAHAHAHAHAHA,in,0,0,0,april ijazah palsu jokowimei pemakzulan gibranntar juni apa kasih bocoran bisa gahahahahahaha,april ijazah palsu jokowimei pemakzulan gibranntar juni apa kasih bocoran bisa gahahahahahaha,april ijazah palsu jokowimei pemakzulan gibranntar juni kasih bocoran gahahahahahaha,april ijazah palsu jokowimei makzul gibranntar juni kasih bocor gahahahahahaha,"['april', 'ijazah', 'palsu', 'jokowimei', 'makzul', 'gibranntar', 'juni', 'kasih', 'bocor', 'gahahahahahaha']","['april', 'ijazah', 'palsu', 'jokowimei', 'makzul', 'gibranntar', 'juni', 'kasih', 'bocor', 'gahahahahahaha']",1
Tue Apr 29 14:37:01 +0000 2025,29,Urusan IJAZAH JOKOWI Yg ASPAL sgt SULIT Utk Cepat DISELESAIKAN KENAPA ⁉️⁉️⁉️ Karena....BANYAK LEMBAGA NEGARA PARPOL PEJABAT NEGARA POLITIKUS Yg TERLIBAT dlm PROSES SUKSESI KARIR POLITIK @jokowi Jadi Bukan SALAH @jokowi seorang #AdiliJokowiGantiWapres https://t.co/AixfqRK51Y,in,0,5,8,urusan ijazah jokowi yg aspal sgt sulit utk cepat diselesaikan kenapa karenabanyak lembaga negara parpol pejabat negara politikus yg terlibat dlm proses suksesi karir politik jadi bukan salah seorang adilijokowigantiwapres,urusan ijazah jokowi yang aspal sgt sulit untuk cepat diselesaikan kenapa karenabanyak lembaga negara parpol pejabat negara politikus yang terlibat dlm proses suksesi karir politik jadi bukan salah seorang adilijokowigantiwapres,urusan ijazah jokowi aspal sgt sulit cepat diselesaikan karenabanyak lembaga negara parpol pejabat negara politikus terlibat dlm proses suksesi karir politik salah adilijokowigantiwapres,urus ijazah jokowi aspal sgt sulit cepat selesai karenabanyak lembaga negara parpol jabat negara politikus libat dlm proses suksesi karir politik salah adilijokowigantiwapres,"['urus', 'ijazah', 'jokowi', 'aspal', 'sgt', 'sulit', 'cepat', 'selesai', 'karenabanyak', 'lembaga', 'negara', 'parpol', 'jabat', 'negara', 'politikus', 'libat', 'dlm', 'proses', 'suksesi', 'karir', 'politik', 'salah', 'adilijokowigantiwapres']","['urus', 'ijazah', 'jokowi', 'aspal', 'sgt', 'sulit', 'cepat', 'selesai', 'karenabanyak', 'lembaga', 'negara', 'parpol', 'jabat', 'negara', 'politikus', 'libat', 'dlm', 'proses', 'suksesi', 'karir', 'politik', 'salah', 'adilijokowigantiwapres']",4
